id,table,text,translation
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:SWIM,Slow Swim,느린 수영
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:SWIM,Creeping Swim,유영
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:DRALTHA:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,기어 다니기
CREATURE:GIANT_EARTHWORM,CREATURE:NAME:SINGULAR,giant earthworm,거대 지렁이
CREATURE:GIANT_EARTHWORM,CREATURE:NAME:PLURAL,giant earthworms,거대 지렁이
CREATURE:GIANT_EARTHWORM,CREATURE:NAME:ADJECTIVE,giant earthworm,거대 지렁이
CREATURE:GIANT_EARTHWORM,CREATURE:PREFSTRING,awesome presence,경외감을 주는 존재감
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:NAME:SINGULAR,giant earthworm,거대 지렁이
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:NAME:PLURAL,giant earthworms,거대 지렁이
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:NAME:ADJECTIVE,giant earthworm,거대 지렁이
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:DESCRIPTION,"A gigantic version of its tiny cousin, this long, slimy creature tunnels through the rocks deep underground.",작은 친척의 거대한 버전인 이 길고 미끈거리는 생물은，지하 깊은 곳에서 암석을 파고들며 이동한다。
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:TLCM:SINGULAR,skin,피부
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:WALK,Scramble,기어가기
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:WALK,Faster Crawl,가속 포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:WALK,Fast Crawl,빠른 포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:WALK,Crawl,포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:WALK,Slow Crawl,느린 포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:WALK,Creep,느린 걸음
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,가속 포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:GIANT_EARTHWORM:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,느릿느릿 기어가기
CREATURE:BLOOD_MAN,CREATURE:NAME:SINGULAR,blood man,혈인
CREATURE:BLOOD_MAN,CREATURE:NAME:PLURAL,blood men,혈인들
CREATURE:BLOOD_MAN,CREATURE:NAME:ADJECTIVE,blood man,혈인
CREATURE:BLOOD_MAN,CREATURE:PREFSTRING,gruesomeness,섬뜩함
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:NAME:SINGULAR,blood man,혈인
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:NAME:PLURAL,blood men,혈인들
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:NAME:ADJECTIVE,blood man,혈인
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:DESCRIPTION,A man-shaped abomination made entirely of blood.  These cursed creatures are only found very near the underworld.,피로만 이루어진 인간형 흉물이다. 이 저주받은 생물들은 지하세계에 매우 가까운 곳에서만 발견된다.
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:ODOR,blood,피비린내
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:ATTACK:SECOND,punch,주먹질한다
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:ATTACK:THIRD,punches,주먹질한다
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:ATTACK:SECOND,kick,찬다
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:ATTACK:THIRD,kicks,찬다
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Sprint,전력질주
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Run,달리기
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Jog,조깅
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Stroll,산책
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:WALK,Creep,느린 걸음
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,기어오르기
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,가속 등반
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 등반
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,등반
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 등반
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,달라붙기
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,가속 포복
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:BLOOD_MAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,느릿느릿 기어가기
CREATURE:BUGBAT,CREATURE:NAME:SINGULAR,bugbat,벌레박쥐
CREATURE:BUGBAT,CREATURE:NAME:PLURAL,bugbats,벌레박쥐들
CREATURE:BUGBAT,CREATURE:NAME:ADJECTIVE,bugbat,벌레박쥐
CREATURE:BUGBAT,CREATURE:CHILD:SINGULAR,bugbat pup,벌레박쥐 새끼
CREATURE:BUGBAT,CREATURE:CHILD:PLURAL,bugbat pups,벌레박쥐 새끼들
CREATURE:BUGBAT,CREATURE:PREFSTRING,freakish insect heads,기괴한 곤충 머리
CREATURE:BUGBAT:ALL,CREATURE:CASTE:NAME:SINGULAR,bugbat,벌레박쥐
CREATURE:BUGBAT:ALL,CREATURE:CASTE:NAME:PLURAL,bugbats,벌레박쥐들
CREATURE:BUGBAT:ALL,CREATURE:CASTE:NAME:ADJECTIVE,bugbat,곤충박쥐
CREATURE:BUGBAT:ALL,CREATURE:CASTE:DESCRIPTION,A small bat-like creature with the head of an insect.  It is found deep underground.,"곤충 같은 머리를 가진 작은 박쥐형 생물로, 지하 깊은 곳에서 산다."
CREATURE:BUGBAT:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:BUGBAT:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:BUGBAT:ALL,CREATURE:CASTE:TLCM:SINGULAR,hair,머리카락
CREATURE:BUGBAT:ALL,CREATURE:CASTE:TLCM:SINGULAR,skin,피부
CREATURE:BUGBAT:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:FLY,Maximum Flight Speed,최대 비행 속도
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:FLY,Faster Flight,더 빠른 비행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:FLY,Fast Flight,빠른 비행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:FLY,Fly,비행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:FLY,Slow Flight,느린 비행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:FLY,Hover,정지 비행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 보행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 보행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 보행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:WALK,Walk,보행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 보행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 보행
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:SWIM,Maximum Swim Speed,최대 수영 속도
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:SWIM,Faster Swim,더 빠른 수영
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:SWIM,Fast Swim,빠른 수영
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:SWIM,Swim,수영
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:SWIM,Slow Swim,느린 수영
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:SWIM,Creeping Swim,기어가는 수영
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어가기
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,살금살금 기어가기
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,기어오르기
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,더 빠른 등반
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 등반
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,등반
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 등반
CREATURE:BUGBAT:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,매달려 기어가기
CREATURE:MANERA,CREATURE:NAME:SINGULAR,manera,거꾸로 매달린 상어이빨 괴물
CREATURE:MANERA,CREATURE:NAME:PLURAL,maneras,거꾸로 매달린 상어이빨 괴물
CREATURE:MANERA,CREATURE:NAME:ADJECTIVE,manera,거꾸로 매달린 상어이빨 괴물
CREATURE:MANERA,CREATURE:PREFSTRING,long arms,긴 팔
CREATURE:MANERA:ALL,CREATURE:CASTE:NAME:SINGULAR,manera,거꾸로 매달린 상어이빨 괴물
CREATURE:MANERA:ALL,CREATURE:CASTE:NAME:PLURAL,maneras,거꾸로 매달린 상어이빨 괴물
CREATURE:MANERA:ALL,CREATURE:CASTE:NAME:ADJECTIVE,manera,거꾸로 매달린 상어이빨 괴물
CREATURE:MANERA:ALL,CREATURE:CASTE:DESCRIPTION,A creature that crawls along the cavern ceiling with four long arms.  Its body is shaped as the head of a man with a mouth full of shark teeth.  It waits for its prey to pass below.,"네 개의 긴 팔로 동굴 천장을 따라 기어 다니는 생물이다. 몸은 사람 머리 모양이며, 입 안에는 상어 같은 이빨이 가득하다. 아래로 지나가는 먹잇감을 기다린다."
CREATURE:MANERA:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:MANERA:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:MANERA:ALL,CREATURE:CASTE:ATTACK:SECOND,scratch,할퀴다
CREATURE:MANERA:ALL,CREATURE:CASTE:ATTACK:THIRD,scratches,할퀴다
CREATURE:MANERA:ALL,CREATURE:CASTE:TLCM:SINGULAR,skin,피부
CREATURE:MANERA:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:WALK,Scramble,기어다님
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:WALK,Faster Crawl,더 빠른 포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:WALK,Fast Crawl,빠른 포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:WALK,Crawl,포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:WALK,Slow Crawl,느린 포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:WALK,Creep,느릿느릿 걷기
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,기어오르기
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,더 빠른 등반
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 등반
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,등반
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 등반
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,달라붙기
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:SWIM,Maximum Swim Speed,최대 수영 속도
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:SWIM,Faster Swim,더 빠른 수영
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:SWIM,Fast Swim,빠른 수영
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:SWIM,Swim,수영
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:SWIM,Slow Swim,느린 수영
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:SWIM,Creeping Swim,유영
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,기어다님
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:MANERA:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,기어가기
CREATURE:MOLEMARIAN,CREATURE:NAME:SINGULAR,molemarian,반신 두더지쥐 야수
CREATURE:MOLEMARIAN,CREATURE:NAME:PLURAL,molemarians,반신 두더지쥐 야수
CREATURE:MOLEMARIAN,CREATURE:NAME:ADJECTIVE,molemarian,반신 두더지쥐 야수
CREATURE:MOLEMARIAN,CREATURE:CHILD:SINGULAR,molemarian puppy,반신 두더지쥐 야수 새끼
CREATURE:MOLEMARIAN,CREATURE:CHILD:PLURAL,molemarian puppies,반신 두더지쥐 야수 새끼
CREATURE:MOLEMARIAN,CREATURE:PREFSTRING,freakish appearance,기괴한 외모
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:NAME:SINGULAR,molemarian,반신 두더지쥐 야수
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:NAME:PLURAL,molemarians,반신 두더지쥐 야수
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:NAME:ADJECTIVE,molemarian,반신 두더지쥐 야수
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:DESCRIPTION,A hideous monster that has the body of a giant mole-rat and the torso of a mole-rat man.   It is found deep underground.,"흉측한 괴물로, 거대한 두더지쥐의 몸과 두더지쥐인의 몸통을 지니고, 지하 깊은 곳에 산다."
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,물기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,물기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:ATTACK:SECOND,scratch,할퀴기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:ATTACK:THIRD,scratches,할퀴기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:TLCM:SINGULAR,skin,피부
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:WALK,Gallop,질주
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:WALK,Canter,달리기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:WALK,Trot,빠른 달리기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:WALK,Stroll,산책
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:WALK,Creep,느릿느릿 걷기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Scramble,기어오르기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Faster Climb,더 빠른 등반
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Fast Climb,빠른 등반
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Climb,오르기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Slow Climb,느린 오르기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CLIMB,Creep,달라붙어 오르기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:SWIM,Maximum Swim Speed,가장 빠른 수영
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:SWIM,Faster Swim,더 빠른 수영
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:SWIM,Fast Swim,빠른 수영
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:SWIM,Swim,수영
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:SWIM,Slow Swim,느린 수영
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:SWIM,Creeping Swim,유영
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,허겁지겁 기어가기
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:MOLEMARIAN:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,살금살금 포복
CREATURE:JABBERER,CREATURE:NAME:SINGULAR,jabberer,넓은부리 거대야수
CREATURE:JABBERER,CREATURE:NAME:PLURAL,jabberers,넓은부리 거대야수
CREATURE:JABBERER,CREATURE:NAME:ADJECTIVE,jabberer,넓은부리 거대야수
CREATURE:JABBERER,CREATURE:CHILD:SINGULAR,jabberer hatchling,넓은부리 거대야수 새끼
CREATURE:JABBERER,CREATURE:CHILD:PLURAL,jabberer hatchlings,넓은부리 거대야수 새끼
CREATURE:JABBERER,CREATURE:PREFSTRING,frightening beaks,무시무시한 부리
CREATURE:JABBERER:ALL,CREATURE:CASTE:NAME:SINGULAR,jabberer,넓은부리 거대야수
CREATURE:JABBERER:ALL,CREATURE:CASTE:NAME:PLURAL,jabberers,넓은부리 거대야수
CREATURE:JABBERER:ALL,CREATURE:CASTE:NAME:ADJECTIVE,jabberer,넓은부리 거대야수
CREATURE:JABBERER:ALL,CREATURE:CASTE:DESCRIPTION,A huge monster that lurks in caverns deep under the earth.  It uses its wide beak to reach down and pluck up unsuspecting intruders.,"지하 깊은 동굴에 숨어 있는 거대한 괴물로, 넓은 부리로 방심한 침입자를 낚아챈다."
CREATURE:JABBERER:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,문다
CREATURE:JABBERER:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:JABBERER:ALL,CREATURE:CASTE:ATTACK:SECOND,snatch at,낚아챈다
CREATURE:JABBERER:ALL,CREATURE:CASTE:ATTACK:THIRD,snatches at,낚아챈다
CREATURE:JABBERER:ALL,CREATURE:CASTE:TLCM:PLURAL,feathers,깃털
CREATURE:JABBERER:ALL,CREATURE:CASTE:TLCM:SINGULAR,skin,피부
CREATURE:JABBERER:ALL,CREATURE:CASTE:TLCM:PLURAL,eyes,눈
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:WALK,Fastest Walk,가장 빠른 걷기
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:WALK,Faster Walk,더 빠른 걷기
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:WALK,Fast Walk,빠른 걷기
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:WALK,Slow Walk,느린 걷기
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:WALK,Slowest Walk,가장 느린 걷기
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:SWIM,Maximum Swim Speed,가장 빠른 수영
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:SWIM,Faster Swim,더 빠른 수영
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:SWIM,Fast Swim,빠른 수영
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:SWIM,Swim,수영
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:SWIM,Slow Swim,느린 수영
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:SWIM,Creeping Swim,유영
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:CRAWL,Scramble,허겁지겁 기어가기
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:CRAWL,Faster Crawl,더 빠른 포복
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:CRAWL,Fast Crawl,빠른 포복
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:CRAWL,Crawl,포복
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:CRAWL,Slow Crawl,느린 포복
CREATURE:JABBERER:ALL,CREATURE:CASTE:GAIT:CRAWL,Creep,살금살금 포복
CREATURE:POND_GRABBER,CREATURE:NAME:SINGULAR,pond grabber,연못 약탈자
CREATURE:POND_GRABBER,CREATURE:NAME:PLURAL,pond grabbers,연못 약탈자
CREATURE:POND_GRABBER,CREATURE:NAME:ADJECTIVE,pond grabber,연못 약탈자
CREATURE:POND_GRABBER,CREATURE:PREFSTRING,patience,인내심
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:NAME:SINGULAR,pond grabber,연못 약탈자
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:NAME:PLURAL,pond grabbers,연못 약탈자
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:NAME:ADJECTIVE,pond grabber,연못 약탈자
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:DESCRIPTION,A small creature that lives in watery ditches deep underground.  It has a sharp beak and four tentacles with claws at the end.,지하 깊은 물도랑에 사는 작은 생물이다. 날카로운 부리와 끝에 발톱이 달린 네 개의 촉수를 지녔다.
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,물다
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:ATTACK:SECOND,stab at,찌르다
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:ATTACK:THIRD,stabs at,찌른다
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:TLCM:SINGULAR,skin,피부
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:GAIT:SWIM,Maximum Swim Speed,최대 수영 속도
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:GAIT:SWIM,Faster Swim,더 빠른 수영
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:GAIT:SWIM,Fast Swim,빠른 수영
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:GAIT:SWIM,Swim,수영
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:GAIT:SWIM,Slow Swim,느린 수영
CREATURE:POND_GRABBER:ALL,CREATURE:CASTE:GAIT:SWIM,Creeping Swim,유영
CREATURE:BLIND_CAVE_BEAR,CREATURE:NAME:SINGULAR,blind cave bear,눈먼 동굴곰
CREATURE:BLIND_CAVE_BEAR,CREATURE:NAME:PLURAL,blind cave bears,눈먼 동굴곰
CREATURE:BLIND_CAVE_BEAR,CREATURE:NAME:ADJECTIVE,blind cave bear,눈먼 동굴곰
CREATURE:BLIND_CAVE_BEAR,CREATURE:CHILD:SINGULAR,blind cave bear cub,눈먼 동굴곰 새끼
CREATURE:BLIND_CAVE_BEAR,CREATURE:CHILD:PLURAL,blind cave bear cubs,눈먼 동굴곰 새끼
CREATURE:BLIND_CAVE_BEAR,CREATURE:PREFSTRING,drooping ears,처진 귀
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:NAME:SINGULAR,blind cave bear,눈먼 동굴곰
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:NAME:PLURAL,blind cave bears,눈먼 동굴곰
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:NAME:ADJECTIVE,blind cave bear,눈먼 동굴곰
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:DESCRIPTION,A huge emaciated-looking bear with great drooping ears and many sharp teeth.  It is found deep underground.,"크고 수척해 보이는 곰으로, 크게 처진 귀와 수많은 날카로운 이빨을 지녔다. 지하 깊은 곳에서 발견된다."
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:ATTACK:SECOND,bite,물다
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:ATTACK:THIRD,bites,문다
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:ATTACK:SECOND,scratch,할퀴다
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:ATTACK:THIRD,scratches,할퀸다
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:TLCM:SINGULAR,skin,피부
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:GAIT:WALK,Gallop,질주
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:GAIT:WALK,Canter,구보
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:GAIT:WALK,Trot,속보
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:GAIT:WALK,Walk,걷기
CREATURE:BLIND_CAVE_BEAR:ALL,CREATURE:CASTE:GAIT:WALK,Stroll,산책
