help_id,help_name,section_id,title,title_translation,document,document_translation
37,GUIDE_TRAPS_AND_LEVERS,0,Traps and levers,机件、陷阱，与拉杆,"It is a dangerous world, and if the entrances of your fortress are left open, you can succumb to invasions. [B]The best way to avoid this fate is to build traps and lock the ways into your fortress.  The ways to build traps are as wild as your imagination. Most require [C:6:0:1]Mechanisms[C:7:0:0] made at the [C:6:0:0]Mechanic's Shop[C:7:0:0], using [C:5:0:1]Workshops[C:7:0:0] -> [C:5:0:1]Mechanic[C:7:0:0]. [B]To stop some enemies from entering your fortress use [C:5:0:1]Build[C:7:0:0] -> [C:5:0:1]Machines/fluids[C:7:0:0] -> [C:5:0:1]Lever[C:7:0:0] to build a [C:6:0:0]Lever[C:7:0:0]. Then click on the [C:6:0:0]Lever[C:7:0:0] and choose to link it to a [C:6:0:0]Bridge[C:7:0:0] or [C:6:0:0]Door[C:7:0:0].  This will lock the [C:6:0:0]Door[C:7:0:0] or raise the [C:6:0:0]Bridge[C:7:0:0], locking you inside. [B]There are also predesigned traps, such as [C:6:0:0]Weapon[C:7:0:0], [C:6:0:0]Cage[C:7:0:0], and [C:6:0:0]Stone-Fall Traps[C:7:0:0]. These require a [C:6:0:1]Weapon[C:7:0:0], [C:6:0:1]Cage[C:7:0:0], or [C:6:0:1]Boulder[C:7:0:0] to function. ",矮人要塞的世界十分危险，如果你的要塞门户洞开、毫不设防，要塞就会很容易毁于侵略。[B]避免这种悲惨结局的最佳方法是建造陷阱以封锁进入要塞的通道。建造陷阱的方式可尽显汝想象之狂野。大多数陷阱需要在[C:6:0:1]机械工坊[C:7:0:0]制作的[C:6:0:1]机件[C:7:0:0]，使用[C:5:0:1]工坊[C:7:0:0] -> [C:5:0:1]机械师[C:7:0:0]即可下发订单。 [B]如果要阻止一部分敌人进入你的要塞，使用[C:5:0:1]建造[C:7:0:0] -> [C:5:0:1]机器/液体[C:7:0:0] -> [C:5:0:1]拉杆[C:7:0:0]来制作一个[C:6:0:0]拉杆[C:7:0:0]。然后点击[C:6:0:0]拉杆[C:7:0:0]，选择将其链接到[C:6:0:0]桥[C:7:0:0]或[C:6:0:0]门[C:7:0:0]。拉杆将能锁住[C:6:0:0]门[C:7:0:0]或拉起[C:6:0:0]吊桥[C:7:0:0]，将要塞封锁以隔绝外部。[B]还有一些可直接拿来用的陷阱，例如[C:6:0:0]武器陷阱[C:7:0:0]、[C:6:0:0]笼子陷阱[C:7:0:0]和[C:6:0:0]落石陷阱[C:7:0:0]。这些陷阱各需要一个制作好的[C:6:0:1]武器[C:7:0:0]、[C:6:0:1]笼子[C:7:0:0]或[C:6:0:1]开采下来的巨石[C:7:0:0]才能发挥作用。
38,GUIDE_WELLS,0,Wells,水井,"Non-alcoholic water is essential to a functioning fortress.  The most favored place to get it is from a [C:6:0:0]Well[C:7:0:0]. [B][C:6:0:0]Wells[C:7:0:0] require a [C:6:0:1]Bucket[C:7:0:0], [C:6:0:1]Blocks[C:7:0:0], a [C:6:0:1]Rope[C:7:0:0] or [C:6:0:1]Chain[C:7:0:0], and [C:6:0:1]Mechanisms[C:7:0:0].  They can be built over any body of water.  It is possible to find water underground, or divert it from the surface.",非酒精的饮用水对一个正常运作的要塞至关重要。获取水源的最常见方式是通过[C:6:0:0]水井[C:7:0:0]。[B][C:6:0:0]水井[C:7:0:0]需要一个[C:6:0:1]提桶[C:7:0:0]、[C:6:0:1]砖块[C:7:0:0]、一根[C:6:0:1]绳子[C:7:0:0]或[C:6:0:1]链子[C:7:0:0]，以及[C:6:0:1]机件[C:7:0:0]。水井可以建造在任何水体上方。你可以在地下找到水源，或者将水从地表引流过来。
39,GUIDE_HANDLING_LIGHT_AQUIFERS,0,Handling light aquifers,突破含水层,"Aquifers can block the downward progress of your fortress, but it is possible to bypass them. [B]One way is to simply re-designate the damp stone for mining in order to build a 3x3 room around the stairs. You can then build [C:6:0:0]Walls[C:7:0:0] around the stairs until the leaking water is blocked off. [B]Repeat this pattern until you get below the aquifer.",含水层可能会阻碍你要塞的向下扩展，但你可以绕过它们。[B]一种方法是重新指定潮湿的石头进行开采，以在楼梯周围建造一个 3x3 的房间。然后，你可以在楼梯周围建造[C:6:0:0]墙[C:7:0:0]，阻挡周围的水渗入。[B]重复这个过程，直到你穿越含水层。
40,GUIDE_CLOTHING,0,Clothing,衣物,"Eventually the [C:6:0:1]Clothing[C:7:0:0] that your residents start with will rot away. While it is possible to trade for [C:6:0:1]Clothing[C:7:0:0], [C:6:0:1]Cloth[C:7:0:0], or [C:6:0:1]Leather[C:7:0:0], you can also farm [C:6:0:1]Pigtails[C:7:0:0], gather [C:6:0:1]Silk[C:7:0:0], or tan [C:6:0:1]Skins[C:7:0:0] for [C:6:0:1]Leather[C:7:0:0]. [B]After harvesting plants like the [C:6:0:1]Pigtail[C:7:0:0], first process them at the [C:6:0:0]Farmer's Workshop[C:7:0:0], then weave [C:6:0:1]Cloth[C:7:0:0] at the [C:6:0:0]Loom[C:7:0:0], then make [C:6:0:1]Clothing[C:7:0:0] at the [C:6:0:0]Clothier[C:7:0:0]. Gathered [C:6:0:1]Silk[C:7:0:0] can go directly to the [C:6:0:0]Loom[C:7:0:0].[B][C:6:0:1]Skins[C:7:0:0] can be obtained by butchering [C:2:0:0]Livestock[C:7:0:0] at the [C:6:0:0]Butcher's Shop[C:7:0:0]. [C:6:0:1]Skins[C:7:0:0] are tanned at the [C:6:0:0]Tanner's Shop[C:7:0:0], and made into [C:6:0:1]Clothing[C:7:0:0] at the [C:6:0:0]Leather Works[C:7:0:0].",最终，你的居民起初穿的[C:6:0:1]衣物[C:7:0:0]会烂掉。虽然可以通过交易获得[C:6:0:1]衣物[C:7:0:0]、[C:6:0:1]布匹[C:7:0:0]或[C:6:0:1]皮革[C:7:0:0]，你也可以种植[C:6:0:1]猪尾草[C:7:0:0]，收集[C:6:0:1]丝绸[C:7:0:0]，或将[C:6:0:1]兽皮[C:7:0:0]制成[C:6:0:1]皮革[C:7:0:0]。[B]收获像[C:6:0:1]猪尾草[C:7:0:0]这样的植物后，首先在[C:6:0:0]农夫作坊[C:7:0:0]处理它们，然后在[C:6:0:0]织布机[C:7:0:0]上织成[C:6:0:1]布匹[C:7:0:0]，最后在[C:6:0:0]裁缝铺[C:7:0:0]制作[C:6:0:1]衣物[C:7:0:0]。收集到的[C:6:0:1]丝绸[C:7:0:0]可以直接送到[C:6:0:0]织布机[C:7:0:0]。[B][C:6:0:1]兽皮[C:7:0:0]可以通过在[C:2:0:0]牲畜[C:7:0:0]屠宰时获得，在[C:6:0:0]制革师作坊[C:7:0:0]进行鞣制，然后在[C:6:0:0]皮革工坊[C:7:0:0]制作成[C:6:0:1]衣物[C:7:0:0]。
41,GUIDE_MEETING_AREAS_AND_LOCATIONS,0,Meeting areas and locations,集会区域与地点,"[C:3:0:0]Meeting Areas[C:7:0:0] are [C:3:0:0]Zones[C:7:0:0] where your citizens gather when not working or taking care of their needs. [C:3:0:0]Zones[C:7:0:0] can be assigned to special [C:1:0:1]Locations[C:7:0:0]. Usually one [C:3:0:0]Meeting Area[C:7:0:0] is sufficient, but [C:1:0:1]Locations[C:7:0:0] can span several [C:3:0:0]Zones[C:7:0:0]. There are five types of [C:1:0:1]Locations[C:7:0:0], which we'll go over in turn.",[C:3:0:0]集会区域[C:7:0:0]是[C:3:0:0]矮人们空闲和解决自身需求时聚集的地方[C:7:0:0]。[C:3:0:0]区域[C:7:0:0]可以分配给特殊的[C:1:0:1]地点[C:7:0:0]。通常，一个[C:3:0:0]会议区域[C:7:0:0]就足够了，但[C:1:0:1]地点[C:7:0:0]可以跨越多个[C:3:0:0]区域[C:7:0:0]。共有五种类型的[C:1:0:1]地点[C:7:0:0]，我们将逐一介绍。
41,GUIDE_MEETING_AREAS_AND_LOCATIONS,1,,,"[C:7:0:1]Taverns[C:7:0:0][B][C:1:0:1]Taverns[C:7:0:0] are where your residents gather to drink, socialize, tell stories, and dance. [B]To have a fully functioning [C:1:0:1]Tavern[C:7:0:0] you must have a [C:6:0:0]Stockpile[C:7:0:0] with [C:6:0:1]Booze[C:7:0:0] in it, preferably close by. The inhabitants also like to drink from [C:6:0:1]Goblets[C:7:0:0], [C:6:0:1]Cups[C:7:0:0], or [C:6:0:1]Mugs[C:7:0:0].  These must be stored in [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] inside the [C:1:0:1]Tavern[C:7:0:0].  Optionally you can place [C:6:0:0]Tables[C:7:0:0] and [C:6:0:0]Chairs[C:7:0:0] where your residents can eat. [B]You may also leave a cleared space your tavern-goers will use as a dance floor.  If you have any [C:6:0:1]Musical Instruments[C:7:0:0] these can also be used by the [C:1:0:1]Tavern[C:7:0:0]. [B]From the [C:5:0:1]Tavern Info Menu[C:7:0:0] you can choose to assign [C:5:0:0]Performers[C:7:0:0] or a [C:5:0:0]Tavern Keeper[C:7:0:0] who will serve the visitors drinks. There is also an option to allow outsiders to come to your [C:1:0:1]Tavern[C:7:0:0].",[C:7:0:1]酒馆[C:7:0:0][B][C:1:0:1]酒馆[C:7:0:0]是居民聚会喝酒、社交、讲故事和跳舞的地方。[B]要想有一个功能齐全的[C:1:0:1]酒馆[C:7:0:0]，你必须有一个[C:6:0:0]的仓库[C:7:0:0]，里面有[C:6:0:1]酒[C:7:0:0]，最好在附近。居民们也喜欢用[C:6:0:1]高脚杯[C:7:0:0]、[C:6:0:1]茶杯[C:7:0:0]或[C:6:0:1]柄杯[C:7:0:0]喝酒。这些必须存放在[C:1:0:1]酒馆[C:7:0:0]内的[C:6:0:0]箱子[C:7:0:0]或[C:6:0:0]保险箱[C:7:0:0]中。您可以选择将[C:6:0:0]桌子[C:7:0:0]和[C:6:0:0]椅子[C:7:0:0]放在居民可以吃饭的地方。[B]你也可以留出一片空地，你的酒馆客人会把它当作舞池。如果你有任何[C:6:0:1]乐器[C:7:0:0]，[C:1:0:1]酒馆[C:7:0:0]也可以使用这些乐器。[B]在[C:5:0:1]酒馆信息菜单[C:7:0:0]中，您可以选择指派[C:5:0:0]表演者[C:7:0:0]或[C:5:0:0]酒馆管理员[C:7:0:0]为访客提供饮品。也可以选择允许外人来你的[C:1:0:1]酒馆[C:7:0:0]。
41,GUIDE_MEETING_AREAS_AND_LOCATIONS,2,,,"[C:7:0:1]Temples[C:7:0:0][B][C:1:0:1]Temples[C:7:0:0] are places for faithful residents to commune with their chosen deity. [B]Upon creation of the [C:1:0:1]Location[C:7:0:0] you must choose which deity to dedicate the [C:1:0:1]Temple[C:7:0:0] to, if any. Sometimes the adherents to a certain religion will demand that you build a [C:1:0:1]Temple[C:7:0:0] to their specific deity. You can see how many worshipers of each deity live in your fortress by scrolling over their names. [B]In the [C:6:0:1]Temple Info Menu[C:7:0:0] you can see the value of the [C:1:0:1]Temple[C:7:0:0].  Sometimes the worshipers will demand that you increase the value of the temple by decorating or adding [C:6:0:0]Furniture[C:7:0:0] like [C:6:0:0]Statues[C:7:0:0]. [B]You can also add [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] to hold [C:6:0:1]Musical Instruments[C:7:0:0] that the faithful will use. You can also assign [C:5:0:0]Performers[C:7:0:0] to the [C:1:0:1]Temple[C:7:0:0] and even [C:5:0:0]Priests[C:7:0:0] once the [C:1:0:1]Temple[C:7:0:0] becomes more established.",[C:7:0:1]寺庙[C:7:0:0][B][C:1:0:1]寺庙[C:7:0:0]是虔诚居民与他们所选择的神交流的地方。[B]在[C:1:0:1]位置[C:7:0:0]创建后，您必须选择将[C:1:0:1]神庙[C:7:0:0]供奉给哪个神（如果有的话）。有时，某个宗教的信徒会要求你为他们的特定神建造一座[C:1:0:1]神庙[C:7:0:0]。通过滚动每个神的名字，你可以看到你的城堡里有多少祂的信徒。[B]在[C:6:0:1]圣殿信息菜单[C:7:0:0]中，您可以看到[C:1:0:1]神殿[C:7:0:0]的价值。有时信徒会要求你通过装饰或添加[C:6:0:0]家具[C:7:0:0]来增加寺庙的价值，比如[C:6:0:0]雕像[C:7:0:0]。[B]您还可以添加[C:6:0:0]箱子[C:7:0:0]或[C:6:0:0]储物箱[C:7:0:0]来存放信徒将使用的[C:6:0:1]乐器[C:7:0:0]。您还可以将[C:5:0:0]表演者[C:7:0:0]分配给[C:1:0:1]圣殿[C:7:0:0]，甚至在[C:1:0:1]圣殿[C:7:0:0]初具规模后，还可以分配[C:5:0:0]牧师[C:7:0:0]。
41,GUIDE_MEETING_AREAS_AND_LOCATIONS,3,,,"[C:7:0:1]Hospitals[C:7:0:0][B]Your unfortunate citizens are taken to the [C:1:0:1]Hospital[C:7:0:0] when injured.  There they will rest and given water until they are seen by a [C:5:0:0]Doctor[C:7:0:0]. [B]To fully function your [C:1:0:1]Hospital[C:7:0:0] needs to have [C:6:0:0]Beds[C:7:0:0], [C:6:0:1]Buckets[C:7:0:0] (with a source of water), [C:6:0:1]Thread[C:7:0:0] for sutures, and [C:6:0:1]Cloth[C:7:0:0] for bandages. You must build [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] inside the [C:1:0:1]Hospital[C:7:0:0] to store these items. [B]Some injuries require [C:6:0:1]Splints[C:7:0:0], or [C:6:0:1]Gypsum Plaster Powder[C:7:0:0] for [C:6:0:1]Orthopedic Casts[C:7:0:0].  [C:6:0:1]Soap[C:7:0:0] is necessary to prevent infection. Some patients will need [C:6:0:1]Crutches[C:7:0:0] after they are treated. [B]You will need to appoint a [C:5:0:0]Chief Medical Dwarf[C:7:0:0] from the [C:5:0:1]Nobles and administrators[C:7:0:0] menu. You will need to assign a [C:5:0:0]Doctor[C:7:0:0] to the [C:1:0:1]Hospital[C:7:0:0] from the [C:5:0:1]Hospital Info Menu[C:7:0:0]. Later you can assign [C:5:0:0]Doctors[C:7:0:0] to specific roles such as the [C:5:0:0]Diagnostician[C:7:0:0]. [B]The [C:5:0:0]Doctor[C:7:0:0] will need a [C:6:0:0]Table[C:7:0:0] to perform surgeries.  Some injuries will require [C:6:0:0]Traction Benches[C:7:0:0] which can be built at the [C:6:0:0]Mechanic's Shop[C:7:0:0].",[C:7:0:1]医院[C:7:0:0][B]公民在不幸受伤后会被送往[C:1:0:1]医院[C:7:0:0]。他们将在那里休息并被喂水，直到[C:5:0:0]医生[C:7:0:0]前来治疗他们。[B]要充分发挥[C:1:0:1]医院[C:7:0:0]的作用，需要[C:6:0:0]床[C:7:0:0]、[C:6:0:1]水桶[C:7:0:0]（且配有水源）、缝合[C:6:0:1]线[C:7:0:0]和作为绷带使用的[C:6:0:1]布匹[C:7:0:0]。您必须在[C:1:0:1]医院[C:7:0:0]内建造[C:6:0:0]箱子[C:7:0:0]或[C:6:0:0]保险箱[C:7:0:0]来存放这些物品。[B]有些损伤需要[C:6:0:1]夹板[C:7:0:0]，或[C:6:0:1]石膏灰泥粉[C:7:0:0]用于施加[C:6:0:1]石膏绷带[C:7:0:0]以治疗骨折。[C:6:0:1]肥皂[C:7:0:0]也是必需的，用于预防感染。一些患者在接受治疗后需要[C:6:0:1]拐杖[C:7:0:0]辅助行走。[B]你需要在[C:5:0:1]贵族和管理员[C:7:0:0]菜单中指定[C:5:0:0]首席矮人医师[C:7:0:0]。你还需要在[C:5:0:1]医院信息菜单[C:7:0:0]中为[C:1:0:1]医院[C:7:0:0]分配[C:5:0:0]医生[C:7:0:0]。稍后，您可以给特定的[C:5:0:0]医生[C:7:0:0]分配特定的职能，如[C:5:0:0]诊断医师[C:7:0:0]等。[B][C:5:0:0]医生[C:7:0:0]需要一张[C:6:0:0]桌子[C:7:0:0]以进行手术。有些损伤需要[C:6:0:0]牵引台[C:7:0:0]进行治疗，它可以在[C:6:0:0]机械工坊[C:7:0:0]被制造。
41,GUIDE_MEETING_AREAS_AND_LOCATIONS,4,,,"[C:7:0:1]Libraries[C:7:0:0][B]The thirst for knowledge some residents have can be satisfied at the [C:1:0:1]Library[C:7:0:0]. [B]From the [C:5:0:1]Library Info Menu[C:7:0:0] you can assign [C:5:0:0]Scholars[C:7:0:0] who discuss their interests with the inhabitants, and [C:5:0:0]Scribes[C:7:0:0] to record them. Beware!  Some knowledge is dangerous.[B]In order to hold [C:6:0:1]Scrolls[C:7:0:0] and [C:6:0:1]Codices[C:7:0:0] you will need [C:6:0:0]Bookcases[C:7:0:0].  You will also need [C:6:0:0]Tables[C:7:0:0] for your [C:5:0:0]Scribes[C:7:0:0] to work on.  [C:6:0:0]Chests[C:7:0:0] or [C:6:0:0]Coffers[C:7:0:0] are needed to store the [C:6:0:1]Writing Material[C:7:0:0] for the [C:5:0:0]Scribes[C:7:0:0] to write on. ",[C:7:0:1]图书馆[C:7:0:0][B]一些居民对知识的渴求可以在[C:1:0:1]图书馆[C:7:0:0]中得到满足。[B]从[C:5:0:1]图书馆信息菜单[C:7:0:0]中，你可以指派[C:5:0:0]学者[C:7:0:0]与居民讨论他们的兴趣，并指派[C:5:0:0]抄写员[C:7:0:0]来记录这些信息。不过小心！有些知识是危险的。[B]为了储存[C:6:0:1]卷轴[C:7:0:0]和[C:6:0:1]抄本[C:7:0:0]，你需要[C:6:0:0]书架[C:7:0:0]。你还需要[C:6:0:0]桌子[C:7:0:0]供你的[C:5:0:0]抄写员[C:7:0:0]工作使用。图书馆还需要[C:6:0:0]箱子[C:7:0:0]或[C:6:0:0]保险箱[C:7:0:0]用于存放[C:6:0:1]书写材料[C:7:0:0]，供[C:5:0:0]抄写员[C:7:0:0]书写时使用。
41,GUIDE_MEETING_AREAS_AND_LOCATIONS,5,,,"[C:7:0:1]Guildhalls[C:7:0:0][B][C:1:0:1]Guildhalls[C:7:0:0] are where the workers of specific professions gather to socialize and share their knowledge. [B]When deciding which guild to dedicate the [C:1:0:1]Guildhall[C:7:0:0] to, you can scroll over the names of the guilds and see how many workers of each profession there are and whether a guild has been established. [B]As the guild grows in power they may demand a [C:1:0:1]Guildhall[C:7:0:0] of greater value.  This can be increased by decorating the hall and building [C:6:0:0]Furniture[C:7:0:0] like [C:6:0:0]Statues[C:7:0:0].",[C:7:0:1]行会[C:7:0:0][B][C:1:0:1]行会[C:7:0:0]是特定职业的劳动者聚集在一起社交和分享知识的地方。[B]在决定将[C:1:0:1]行会[C:7:0:0]分配给某个公会时，您可以滚动查看各个公会的名称，看看每个职业有多少劳动者，以及是否已经建立了一个公会。[B]随着公会实力的增长，他们可能会要求一个价值更高的[C:1:0:1]行会[C:7:0:0]。行会价值可以通过装饰大厅和建造[C:6:0:0]家具[C:7:0:0]来增加，比如[C:6:0:0]雕像[C:7:0:0]。
42,GUIDE_MILITARY,0,Military,军事,"Before you can create a military, you must appoint a [C:5:0:0]Militia Commander[C:7:0:0] from the [C:5:0:1]Nobles and administrators[C:7:0:0] menu. [B]Then from the [C:5:0:1]Squad[C:7:0:0] menu you can assign your first squad, led by the [C:5:0:0]Commander[C:7:0:0].  First you must assign the uniform.  A new uniform can be assigned later. [B]The squad can be customized and you can select the leader from the buttons at the top of the squad screen. ",在创建军队之前，您必须从[C:5:0:1]贵族和管理者[C:7:0:0]菜单中指定[C:5:0:0]民兵指挥官[C:7:0:0]。[B]然后，从[C:5:0:1]小队[C:7:0:0]菜单中，您可以分配由[C:5:0:0]指挥官[C:7:0:0]领导的第一个小队。首先，你必须分配制服。稍后可以分配新制服。[B]小队可以自定义，您可以从小队屏幕顶部的按钮中选择队长。
42,GUIDE_MILITARY,1,,,"The most important buttons are the checkmark to select the squad to give orders and the [C:5:0:1]Position[C:7:0:0] button to add more soldiers to the squad. You can give individual orders to the soldiers by selecting them with the checkmark from the [C:5:0:1]Position[C:7:0:0] menu or the whole squad from the [C:5:0:1]Squad[C:7:0:0] menu. [B]The orders can be found at the bottom of the [C:5:0:1]Squad[C:7:0:0] menu when somebody is selected.  You can make a [C:3:0:1]Kill[C:7:0:0] order and confirm it. You can make a [C:3:0:1]Station[C:7:0:0] order to have your squad stand in that position.  You can create a [C:3:0:1]Patrol Route[C:7:0:0] and assign your squads to it.  The [C:3:0:1]Defend Burrow[C:7:0:0] order gives you a list of [C:1:0:0]Burrows[C:7:0:0] (created by pressing the [C:5:0:1]Burrow[C:7:0:0] menu) for your squad to defend.  The [C:3:0:1]Training[C:7:0:0] order allows your soldiers to train, but you must first assign a [C:3:0:0]Barracks[C:7:0:0] created from the [C:5:0:1]Zones[C:7:0:0] menu.",最重要的按钮是选中标记，用于选择要下达命令的小队，以及[C:5:0:1]职位[C:7:0:0]按钮，用于向小队添加更多士兵。您可以通过从[C:5:0:1]位置[C:7:0:0]菜单中选择带有复选标记的士兵，或从[C:5:0:1]小队[C:7:0:0]菜单选择整个小队，向士兵下达个人命令。[B]当有人被选中时，可以在[C:5:0:1]小队[C:7:0:0]菜单的底部找到命令。你可以发出[C:3:0:1]击杀[C:7:0:0]的命令并确认。你可以发出[C:3:0:1]站岗[C:7:0:0]命令，让你的小队呆在那个位置。您可以创建[C:3:0:1]巡逻路线[C:7:0:0]并将您的小队分配给它。[C:3:0:1]保卫活动区[C:7:0:0]命令会为您的小队提供一个[C:1:0:0]活动区[C:7:0:0]列表（通过按[C:5:0:1]活动区[C:7:0:0]菜单创建）以进行防御。[C:3:0:1]训练[C:7:0:0]命令允许您的士兵进行训练，但您必须首先分配从[C:5:0:1]区域[C:7:0:0]菜单创建的[C:3:0:0]兵营[C:7:0:0]。
42,GUIDE_MILITARY,2,,,The [C:5:0:1]Equipment[C:7:0:0] menu allows you to customize the uniforms of the selected squads. You can assign new uniforms to your squads or add a new one to customize it and add it to the uniform list. You can also click on details to customize each individual soldier.,[C:5:0:1]装备[C:7:0:0]菜单允许您自定义所选小队的制式装备。您可以为小队分配新制式装备，也可以自定义一套新制式装备并将其添加到制服列表中。您还可以单击详细信息来定制每个士兵的装备。
42,GUIDE_MILITARY,3,,,"The [C:5:0:1]Schedule menu[C:7:0:0] is a powerful tool to give automatic orders to the selected squad. Routines are individual orders given to a squad or individual members of a squad.  From here you can assign and edit the routines your soldiers will follow. [B]You can also give your squads a monthly schedule.  The routines are aligned along the top of the grid and the months of the year are shown down the left side.  To assign different orders for each month, line up with your chosen routine, go down the column, and press edit on the orders lining up with the month.  You can also copy an order from any cell.  Clicking on the column itself will assign the routine to the selected squad.",[C:5:0:1]日程表菜单[C:7:0:0]是一个强大的工具，可以向选定的士兵小队下达自动命令。日程是给士兵小队或小队中某个成员的单独命令，在这个菜单你可以分派和编辑士兵将遵循的日程规划。[B]你也可以给你的小队制定一个月度计划表。这些日程沿着网格的顶部排列，月份显示在左侧。要为每个月分派不同的命令，请先找到想要的日程，然后循着这一列向下，直到与想要应用的月份对齐时按下“编辑”。您还可以从任何单元格中复制命令。点击列本身将把日程分配给所选的士兵小队。
43,GUIDE_CHANNELS_AND_RAMPS,0,Ramps and channels,斜坡与隧道,"The regular mining command digs a tunnel into the side of a mountain or deep underground. This leaves a ""ceiling"" above and ""floor"" below the empty space you have mined. [B]A ramp is a special square that can be traversed to the level above. There must be space above a ramp and an adjacent wall with an open floor above for the ramp to be usable.[B]Digging a ramp into a wall on the same level will create a connection to the higher level and remove the ceiling. Once a ramp is present, you can start using the regular mining command on the higher level.[B]Digging a channel will mine out a floor or wall at the current level and dig out a ramp at the level below.  If there's no solid ground below the square being channeled, channeling will destroy the floor and create a hole instead.[B]To easily see which ramps go up or down, click the [C:5:0:1]Ramp Vision[C:7:0:0] button by the minimap.",常规采矿指令可以在山腰或地下深处挖掘隧道。这会在您开采的空旷区域上方留下“天花板”，下方留下“地板”。[B]斜坡是一种特殊的地形，可以通过它到达上面的楼层。只有在斜坡正上方有空间，并且斜坡相邻的墙壁上方有开放式地板时，斜坡才能使用。[B]在同一楼层的墙上挖一个斜坡，将与更高楼层建立连接，并拆除天花板。一旦出现斜坡，您就可以开始在上一层使用常规挖掘命令。[B]挖掘一条隧道将在当前层挖掘掉地板或墙壁，并在下一层挖掘出斜坡。如果被挖掘的方格下方并不是坚实的地面，隧道则会破坏地板并形成一个洞。[B]要轻松查看哪些坡道向上或向下，可以单击小地图旁边的[C:5:0:1]斜坡视野[C:7:0:0]按钮。
44,GUIDE_REFUSE,0,Refuse and dumping,垃圾与倾倒区,"As your dwarves live and work in your fortress they will generate [C:6:0:1]Refuse[C:7:0:0]. This includes everything from [C:6:0:1]Bones[C:7:0:0] and other [C:6:0:1]Remains[C:7:0:0] to worn-out [C:6:0:1]Clothing[C:7:0:0]. You can gather the [C:6:0:1]Refuse[C:7:0:0] in a [C:6:0:0]Refuse Stockpile[C:7:0:0]. Some [C:6:0:1]Refuse[C:7:0:0] can be put to use, for instance [C:6:0:1]Shells[C:7:0:0] can be turned into [C:6:0:1]Crafts[C:7:0:0]. Most of it will just generate foul smelling [C:0:0:1]Miasma[C:7:0:0].[B]If your [C:6:0:0]Refuse Stockpile[C:7:0:0] starts to fill up you can create a [C:3:0:0]Dump Zone[C:7:0:0]. Use the [C:5:0:1]Zones[C:7:0:0] menu to select [C:3:0:0]Garbage Dump[C:7:0:0] and draw a rectangle over a cliff or hole and then designate [C:6:0:1]Items[C:7:0:0] for [C:3:0:1]Dumping[C:7:0:0]. This can be done either from the [C:5:0:1]Item's Info Sheet[C:7:0:0] or by dragging a rectangle over everything you want to dump using the [C:5:0:1]Dump Designation[C:7:0:0] tool.",当你的矮人在你的城堡里生活和工作时，他们会产生[C:6:0:1]垃圾[C:7:0:0]。这包括从[C:6:0:1]骨头[C:7:0:0]、其他[C:6:0:1]残骸[C:7:0:0]到破旧[C:6:0:1]衣服[C:7:0:0]的所有东西。你可以将[C:6:0:1]垃圾[C:7:0:0]收集到[C:6:0:0]垃圾储存区[C:7:0:0]中。一些[C:6:0:1]垃圾[C:7:0:0]可以被使用，例如[C:6:0:1]贝壳[C:7:0:0]可以制成[C:6:0:1]工艺品[C:7:0:0]。大部分只会产生恶臭[C:0:0:1]瘴气[C:7:0:0]。[B]如果你的[C:6:0:0]垃圾储存区[C:7:0:0]快满了，你可以创建一个[C:3:0:0]倾倒区[C:7:0:0]。使用[C:5:0:1]区域[C:7:0:0]菜单选择[C:3:0:0]垃圾倾倒区[C:7:0:0]，并在悬崖或洞穴上绘制一个矩形，然后将[C:6:0:1]物品[C:7:0:0]指定为[C:3:0:1]倾倒[C:7:0:0]。这可以从[C:5:0:1]项目信息表[C:7:0:0]中完成，也可以使用[C:5:0:1]转储指定[C:7:0:0]工具在要转储的所有内容上拖动来完成。
45,GUIDE_DEEPER,0,Dig deeper,深入发掘,"There are many treasures and perils deep underground. In order to pursue the wealth of the earth, you must dig deeper! Valuable gems and precious metals can be found, along with richer soil, desperately needed water, fungal lumber, and other tantalizing mysteries.",地下深处有许多宝藏，同时也很危险。为了追求地下的财富，你必须挖得更深！在地下，你有可能找到有价值的宝石和贵金属，以及更肥沃的土壤、急需的水、真菌木材和其他诱人的事物。
46,GUIDE_HAPPINESS,0,Happiness and stress,心情与压力,"To attract migrants and build a successful settlement, you will need to keep your citizens happy.[B]There are many ways to maintain your citizens. Alcohol, good food, and personal rooms go a long way. Meet their needs by providing [C:3:0:0]Meeting Areas[C:7:0:0] and [C:1:0:1]Locations[C:7:0:0] for socializing, worship, and study. Monitor their thoughts to identify problems that you can solve.[B]Unhappy citizens can act out and cause trouble, and fewer people will risk travel to a miserable fortress.",为了吸引移民并建立一个成功的定居点，你需要让你的居民满意。[B]有很多方法可以满足你的公民。酒精、美食和私人房间大有裨益。通过提供[C:3:0:0]会议区[C:7:0:0]和[C:1:0:1]地点[C:7:0:0]进行社交、礼拜和学习来满足他们的需求。监控他们的想法，找出你可以解决的问题。[B]不快乐的公民可能会制造麻烦，很少有人会冒险前往一个悲惨的要塞。
